,Unnamed: 0,prefix,input_text,target_text
7438,7438,webNLG,able | knowledge_skills | recognise key metrics required to be met && Experience | Experience_skills | MAP && Experience | Experience_skills | Product attribution,Experience with MAP and Product attribution and able to recognise key metrics required to be met
7439,7439,webNLG,Ability | knowledge_skills | work both independently and as part of a team, Ability to work both independently and as part of a team
7440,7440,webNLG,Ability | knowledge_skills | work efficiently under pressure && Ability | knowledge_skills | meet deadlines and targets, Ability to work efficiently under pressure and to meet deadlines and targets
7441,7441,webNLG,"Proficiency | knowledge_skills | Microsoft Office Applications ( Excel , Access and PowerPoint )"," Proficiency in Microsoft Office Applications (Excel, Access and PowerPoint)"
7442,7442,webNLG,Experience | Experience_skills | coordinating projects, Experience of coordinating projects
7443,7443,webNLG,The ability | knowledge_skills | cultivate a professional and productive network, The ability to cultivate a professional and productive network
7444,7444,webNLG,An understanding | knowledge_skills | financial targets, An understanding of financial targets
7445,7445,webNLG,availability | knowledge_skills | guaranteed - hours contracts && availability | knowledge_skills | variable - hours contracts,availability of guaranteed-hours contracts and variable-hours contracts
7446,7446,webNLG,the ability | knowledge_skills | understand key reward concepts,Good knowledge of and the ability to understand key reward concepts
7447,7447,webNLG,Strong understanding | knowledge_areas | key statutory elements,Strong understanding of key statutory elements e
7448,7448,webNLG,Good knowledge | knowledge_skills | HR & Payroll systems,Good knowledge of HR & Payroll systems including the ability to generate and interpret data and report
7449,7449,webNLG,A working knowledge | knowledge_skills | systems implementation && A working knowledge | knowledge_skills | reporting,A working knowledge of systems implementation and reporting
7450,7450,webNLG,"Ability | knowledge_skills | own and shape processes , making them sustainable and strategic"," Ability to own and shape processes, making them sustainable and strategic"
7451,7451,webNLG,Good understanding | knowledge_areas | risk && Good understanding | knowledge_areas | control frameworks," Good understanding of risk and control frameworks, preferably from a Financial Services background"
7452,7452,webNLG,Previous experience | Experience_skills | data analysis,Previous experience of data analysis
7453,7453,webNLG,Ability | knowledge_skills | prioritise when faced with multiple tasks,Ability to prioritise when faced with multiple tasks
7454,7454,webNLG,Ability | knowledge_skills | write clear and concise communications,Ability to write clear and concise communications
7455,7455,webNLG,Proficiency | knowledge_skills | Tableau,Proficiency in Tableau
7456,7456,webNLG,Experience | Experience_skills | Machine Learning packages,Experience with Machine Learning packages
7457,7457,webNLG,Some experience | Experience_skills | cloud data warehouse technologies && Some experience | Experience_skills | Google Big query && Some experience | Experience_skills | AWS Redshift,Some experience in cloud data warehouse technologies like Google Big query or AWS Redshift
7458,7458,webNLG,Experience | Experience_skills | reporting and data visualization skills using Tableau,Experience with reporting and data visualization skills using Tableau
7459,7459,webNLG,Proficiency | knowledge_skills | Microsoft Excel,Proficiency in Microsoft Excel
7460,7460,webNLG,Ability | knowledge_skills | QA && Ability | knowledge_skills | troubleshoot data,Ability to QA and troubleshoot data
7461,7461,webNLG,Ability | knowledge_skills | set and meet deadlines && Ability | knowledge_skills | work in high - pressure situations,Ability to set and meet deadlines and work in high-pressure situations
7462,7462,webNLG,Be knowledgeable | knowledge_skills | all Costa products && Be knowledgeable | knowledge_skills | seasonal ranges,"Be knowledgeable and confident about all Costa products, after all its not just amazing coffee we sell, don’t forget our teas, frostinos, seasonal ranges and much more"
7463,7463,webNLG,an understanding | knowledge_skills | Citigroup at a more strategic level, Develop an understanding of Citigroup at a more strategic level;
7464,7464,webNLG,Proven experience | Experience_skills | developing creative solutions to problems, Proven experience developing creative solutions to problems;
7465,7465,webNLG,Indepth industry experience | Experience_skills | strong product && Indepth industry experience | Experience_skills | front to back && Indepth industry experience | Experience_skills | technical knowledge," Indepth industry experience with strong product, front to back and technical knowledge"
7466,7466,webNLG,Excellent working knowledge | knowledge_skills | Transaction && Excellent working knowledge | knowledge_skills | Trade reporting regulations, Excellent working knowledge of Transaction and Trade reporting regulations
7467,7467,webNLG,Ability | knowledge_skills | interpret and summarize key issues to senior management and other stakeholders, Ability to interpret and summarize key issues to senior management and other stakeholders;
7468,7468,webNLG,Ability | knowledge_skills | consistently && Ability | knowledge_skills | deliver work of a high standard whilst under pressure, Ability to consistently deliver work of a high standard whilst under pressure;
7469,7469,webNLG,Flexible approach | knowledge_skills | task management, Flexible approach to task management;
7470,7470,webNLG,Ability | knowledge_skills | prioritize effectively, Ability to prioritize effectively;
7471,7471,webNLG,Ability | knowledge_skills | build and maintain effective networks and relationships, Ability to build and maintain effective networks and relationships;
7472,7472,webNLG,"Proven experience | Experience_skills | working on various complex databases , including data engineering , analysis and modelling"," Proven experience on working on various complex databases, including data engineering, analysis and modelling"
7473,7473,webNLG,Working experience | Experience_skills | Big data && Working experience | Experience_skills | Hadoop ecosystem, Working experience in Big data platform and Hadoop ecosystem is plus
7474,7474,webNLG,Intermediate | knowledge_skills | statistical and data mining && Intermediate | knowledge_skills | machine learning tasks && Intermediate | knowledge_skills | classification && Intermediate | knowledge_skills | regression && Intermediate | knowledge_skills | clustering && Intermediate | knowledge_skills | anomaly detection && Intermediate | knowledge_skills | recommendation && Intermediate | knowledge_skills | dimensionality reduction && Intermediate | knowledge_skills | forecasting && strong knowledge | knowledge_skills | statistical and data mining && strong knowledge | knowledge_skills | machine learning tasks && strong knowledge | knowledge_skills | classification && strong knowledge | knowledge_skills | regression && strong knowledge | knowledge_skills | clustering && strong knowledge | knowledge_skills | anomaly detection && strong knowledge | knowledge_skills | recommendation && strong knowledge | knowledge_skills | dimensionality reduction && strong knowledge | knowledge_skills | forecasting && experience | Experience_skills | statistical && experience | Experience_skills | data mining && experience | Experience_skills | machine learning tasks && experience | Experience_skills | classification && experience | Experience_skills | regression && experience | Experience_skills | clustering && experience | Experience_skills | anomaly detection && experience | Experience_skills | recommendation && experience | Experience_skills | dimensionality reduction && experience | Experience_skills | forecasting," Intermediate to strong knowledge and experience of statistical and data mining and machine learning tasks such as classification, regression, clustering, anomaly detection, recommendation, dimensionality reduction, forecasting, and etc"
7475,7475,webNLG,Programming experience | Experience_skills | Python && Programming experience | Experience_skills | apply different libraries && Programming experience | Experience_skills | Tensorflow," Programming experience with Python, able to apply different libraries including NumPy, Pandas, SciPy, Scikit-learn, PyCaret, Tensorflow, Keras, etc"
7476,7476,webNLG,Working knowledge | knowledge_skills | SQL && Working knowledge | knowledge_skills | ETL && Working knowledge | knowledge_skills | BI tools," Working knowledge of SQL, ETL and BI tools"
7477,7477,webNLG,Expertise | knowledge_skills | Data Science techniques && Expertise | knowledge_skills | Machine Learning models, Expertise in Data Science techniques and Machine Learning models
7478,7478,webNLG,Experience | Experience_skills | Big Data ( Hadoop ecosystem ), Experience in Big Data (Hadoop ecosystem) desirable
7479,7479,webNLG,Ability | knowledge_skills | pick up new tasks quickly && Ability | knowledge_skills | work well within a diverse global team while multi - tasking and prioritizing tasks," Ability to pick up new tasks quickly, work well within a diverse global team while multi-tasking and prioritizing tasks"
7480,7480,webNLG,Experience | Experience_skills | leading Team Leaders / Seniors / Staff to achieve targets across a multi - product portfolio and metrics,Experience of leading Team Leaders/Seniors/Staff to achieve targets across a multi-product portfolio and metrics
7481,7481,webNLG,"Experience | Experience_skills | driving sales results across a number of teams through commission plans , incentives , recognition and performance management","Experience of driving sales results across a number of teams through commission plans, incentives, recognition and performance management"
7482,7482,webNLG,Ability | knowledge_skills | communicate effectively with all levels of stakeholders,Ability to communicate effectively with all levels of stakeholders
7483,7483,webNLG,"Proven track record | Experience_skills | how to lead , recruit and motivate large teams to deliver stretching targets , compliantly","Proven track record of how to lead, recruit and motivate large teams to deliver stretching targets, compliantly"
7484,7484,webNLG,Excellent understanding | knowledge_skills | Contact Centre metrics,Excellent understanding of Contact Centre metrics and processes
7485,7485,webNLG,Demonstrable business analysis experience | Experience_skills | a mid / large size company,Demonstrable business analysis experience in a mid/large size company with a proven record of successful outcomes
7486,7486,webNLG,Advanced working knowledge | knowledge_skills | Excel && Advanced working knowledge | knowledge_skills | SQL && familiarity | knowledge_skills | data visualization tools && familiarity | knowledge_skills | methods," Advanced working knowledge of Excel, SQL and familiarity with data visualization tools and methods"
7487,7487,webNLG,"Experience | Experience_skills | using data and metrics to draw business insights , make business recommendation and influence stakeholders"," Experience using data and metrics to draw business insights, make business recommendation and influence stakeholders"
7488,7488,webNLG,Our passion | knowledge_skills | invention, Our passion for invention leads us to continually pioneer and globalize new businesses and customer offerings
7489,7489,webNLG,Bachelor ’ s degree | degree_in | Business && Bachelor ’ s degree | degree_in | Finance && Bachelor ’ s degree | degree_in | Accounting && Bachelor ’ s degree | degree_in | Information Technology && Bachelor ’ s degree | degree_in | related field,"Bachelor’s degree in Business, Finance, Accounting, Information Technology or related field"
7490,7490,webNLG,Previous experience | Experience_skills | process management re - engineering, Previous experience with process management re-engineering e
7491,7491,webNLG,Demonstrated ability | knowledge_skills | work independently while dealing with high levels of ambiguity, Demonstrated ability to work independently while dealing with high levels of ambiguity
7492,7492,webNLG,General understanding | knowledge_skills | Accounts Payable ( AP ) && General understanding | knowledge_skills | Accounts Receivable ( AR ) && General understanding | knowledge_skills | Procure - to - pay ( P2P ) && General understanding | knowledge_skills | Order - to - Cash ( O2C )," General understanding of Accounts Payable (AP), Accounts Receivable (AR), Procure-to- pay (P2P), or Order-to-Cash (O2C)"
7493,7493,webNLG,Familiar | knowledge_skills | the HR Operations && Familiar | knowledge_skills | Employee Lifecycle,Familiar with the HR Operations and Employee Lifecycle
7494,7494,webNLG,Familiar | knowledge_areas | the principles of && Familiar | knowledge_areas | Agile ways of working / user stories,Familiar with the principles of Agile ways of working/ user stories
7495,7495,webNLG,Experience | Experience_skills | contributing to projects,Experience of contributing to projects and familiarization with project management tools such as Jira/ confluence
7496,7496,webNLG,Ability | knowledge_skills | influence stakeholders / teams across different function,Ability to influence stakeholders/teams across different function
7497,7497,webNLG,Ability | knowledge_skills | work independently && Ability | knowledge_skills | solve problems independently,Ability to work independently and solve problems independently
7498,7498,webNLG,Experience | Experience_skills | working with databases,Experience working with databases
7499,7499,webNLG,previous experience | Experience_skills | working within a regulated environment or in sales,Ideally have previous experience working within a regulated environment or in sales and be able to demonstrate excellent customer service
7500,7500,webNLG,can | knowledge_skills | understand customers ' needs and requirements to ensure you do the right thing for each and every one,Have great knowledge retention and recall and can understand customers' needs and requirements to ensure you do the right thing for each and every one
7501,7501,webNLG,Vast experience | Experience_skills | Python programming, Vast experience in Python programming
7502,7502,webNLG,A good understanding | knowledge_skills | relational and hierarchical databases ( SQL Server ), A good understanding of relational and hierarchical databases (SQL Server)
7503,7503,webNLG,Experience | Experience_skills | Tableau && Experience | Experience_skills | HTML5 && Experience | Experience_skills | CSS && Experience | Experience_skills | JavaScript," Experience in Tableau, HTML5, CSS and JavaScript"
7504,7504,webNLG,"Complete | knowledge_skills | ensuring all vulnerabilities are logged , reported and promptly resolved","Complete regular vulnerability scans of all systems and applications, ensuring all vulnerabilities are logged, reported and promptly resolved"
7505,7505,webNLG,Substantial experience | Experience_skills | an IT Security role,Substantial experience in an IT Security role
7506,7506,webNLG,"Experience | Experience_skills | working directly with security technologies , including those for anti - virus protection , vulnerability scans , patch management and DLP","Experience working directly with security technologies, including those for anti-virus protection, vulnerability scans, patch management and DLP"
7507,7507,webNLG,Experience | Experience_skills | completing application vulnerability scans,Experience completing application vulnerability scans
7508,7508,webNLG,Strong knowledge | knowledge_skills | the current threat landscape && Strong knowledge | knowledge_skills | latest defence techniques,Strong knowledge of the current threat landscape and latest defence techniques
7509,7509,webNLG,Strong understanding | knowledge_skills | the importance of common security technologies,Strong understanding of the importance of common security technologies
7510,7510,webNLG,Understanding | knowledge_skills | PCI - DSS requirements,Understanding of PCI-DSS requirements
7511,7511,webNLG,"Good understanding | knowledge_skills | common , high - risk vulnerabilities","Good understanding of common, high-risk vulnerabilities"
7512,7512,webNLG,Good knowledge | knowledge_skills | security,"Good knowledge of security from the perspective of securing servers, workstations, network infrastructure, applications, architecture and access management"
7513,7513,webNLG,"Experience | Experience_skills | supporting business transformation activity that balances exceptional delivery for users , with the needs of operations and the business","Experience of supporting business transformation activity that balances exceptional delivery for users, with the needs of operations and the business"
7514,7514,webNLG,the ability | knowledge_skills | translate data and insights into improved processes and workflows,"Structured approach and analytical thinking, with the ability to translate data and insights into improved processes and workflows"
7515,7515,webNLG,a focus | knowledge_skills | building financial activity - based cost / benefit models && Experience | Experience_skills | data analysis && Experience | Experience_skills | modeling,"Experience of data analysis and modeling, with a focus on building financial activity-based cost/benefit models"
7516,7516,webNLG,"A solid track record | Experience_skills | delivering performance improvements , efficiencies and enhanced user experience","A solid track record of delivering performance improvements, efficiencies and enhanced user experience"
7517,7517,webNLG,Excellent knowledge | knowledge_skills | Excel && experience | Experience_skills | working with databases,Excellent knowledge of Excel and experience of working with databases
7518,7518,webNLG,"Experience | Experience_skills | developing services to Government Digital Service Standards , using agile","Experience of developing services to Government Digital Service Standards, using agile"
7519,7519,webNLG,"Experience | Experience_skills | working on large scale transformation programmes , ideally within a central government or regulatory context","Experience of working on large scale transformation programmes, ideally within a central government or regulatory context"
7520,7520,webNLG,understanding | knowledge_skills | data mapping && Experience | Experience_skills | working with data structures,Experience of working with data structures and an understanding of data mapping and data architecture
7521,7521,webNLG,"Established experience | Experience_skills | a licensing , && Established experience | Experience_skills | contract or && Established experience | Experience_skills | business administration role"," Established experience within a licensing, contract or business administration role"
7522,7522,webNLG,Established experience | Experience_skills | working within a Consumer Products or Retail environment, Established experience of working within a Consumer Products or Retail environment preferred
7523,7523,webNLG,Working knowledge | knowledge_skills | licensing contracts, Working knowledge of licensing contracts
7524,7524,webNLG,Working knowledge | knowledge_skills | enterprise systems, Working knowledge of enterprise systems i
7525,7525,webNLG,Very strong experience | Experience_skills | SQL Server,Very strong experience with SQL Server
7526,7526,webNLG,Very strong experience | Experience_skills | MS Excel,Very strong experience with MS Excel
7527,7527,webNLG,Experience | Experience_skills | working with Python,Experience working with Python
7528,7528,webNLG,Ana | knowledge_skills | ##lytical capability,Analytical capability
7529,7529,webNLG,Ability | knowledge_skills | identify analytical tools most suitable to the research,Ability to identify analytical tools most suitable to the research
7530,7530,webNLG,Ability | knowledge_skills | communicate complex information clearly,Ability to communicate complex information clearly
7531,7531,webNLG,Ability | knowledge_skills | work both independently and as a team,Ability to work both independently and as a team
7532,7532,webNLG,Ability | knowledge_skills | assess resource requirements && Ability | knowledge_skills | use resources effectively,Ability to assess resource requirements and use resources effectively
7533,7533,webNLG,Understanding | knowledge_skills | contribute to broader management / administration processes && ability | knowledge_skills | contribute to broader management / administration processes,Understanding of and ability to contribute to broader management/administration processes
7534,7534,webNLG,Knowledge | knowledge_skills | the protected characteristics of && Knowledge | knowledge_areas | the protected characteristics of the Equality Act && Knowledge | knowledge_areas | how to actively ensure in day,"Knowledge of the protected characteristics of the Equality Act 2010, and how to actively ensure in day to day activity in own area that those with protected characteristics are treated equally and fairly"
7535,7535,webNLG,Ability | knowledge_skills | work with minimal direct supervision,Ability to work with minimal direct supervision
7536,7536,webNLG,Eagerness | knowledge_skills | learn new software and tools && ability | knowledge_skills | learn new software and tools,Eagerness and ability to learn new software and tools
7537,7537,webNLG,Experience | Experience_skills | conducting A / B tests, Experience conducting A/B tests
7538,7538,webNLG,The ability | knowledge_skills | develop models is beneficial, The ability to develop models is beneficial
7539,7539,webNLG,Demonstrates experience | Experience_skills | business requirements gathering && Demonstrates experience | Experience_skills | documentation,Demonstrates experience in business requirements gathering and documentation
7540,7540,webNLG,Ability | knowledge_skills | work independently,Ability to work independently
7541,7541,webNLG,knowledge | knowledge_skills | data analytics && knowledge | knowledge_skills | Alteryx && knowledge | knowledge_skills | Tableau && Basic experience | Experience_skills | Alteryx && Basic experience | Experience_skills | Tableau && Basic experience | Experience_areas | data analytics / intelligence platform && Basic experience | Experience_areas | Alteryx && Basic experience | Experience_areas | Tableau,"Basic experience and knowledge of data analytics/intelligence platform like Alteryx, Tableau, etc"
7542,7542,webNLG,A proven track record | Experience_skills | business analysis experience,A proven track record of business analysis experience
7543,7543,webNLG,Good understanding | knowledge_skills | the Project Lifecycle,Good understanding of the Project Lifecycle
7544,7544,webNLG,Experience | Experience_areas | Agile methodology,Experience of Agile methodology
7545,7545,webNLG,Ability | knowledge_skills | work as a team player and multi - task in a fast - paced environment,Ability to work as a team player and multi-task in a fast-paced environment
7546,7546,webNLG,Flexible approach | knowledge_skills | task management,Flexible approach to task management
7547,7547,webNLG,Must be proficient | knowledge_skills | SQL, Must be proficient with SQL
7548,7548,webNLG,Familiarity | knowledge_skills | Python && Familiarity | knowledge_skills | R, Familiarity with Python or R is ideal
7549,7549,webNLG,Familiarity | knowledge_skills | visualization tools, Familiarity with visualization tools are ideal (Power BI and Tableau)
7550,7550,webNLG,Ability | knowledge_skills | communicate analytics to commercial stakeholders, Ability to communicate analytics to commercial stakeholders
7551,7551,webNLG,Ensuring | knowledge_skills | traceability mapping of business requirements through the project lifecycle, Ensuring traceability mapping of business requirements through the project lifecycle
7552,7552,webNLG,Business analysis experience | Experience_skills | technology enabled service management transformations ( ServiceNow preferred, Business analysis experience in technology enabled service management transformations (ServiceNow preferred but any complimentary technology also considered e
7553,7553,webNLG,Experience | Experience_skills | working with Agile SDLC methodologies, Experience of working with Agile SDLC methodologies
7554,7554,webNLG,Project management experience | Experience_skills | implementing technology enabled service management workstreams ( ServiceNow preferred, Project management experience implementing technology enabled service management workstreams (ServiceNow preferred but any complimentary technology also considered e
7555,7555,webNLG,Experience | Experience_skills | leading offshore development teams, Experience of leading offshore development teams
7556,7556,webNLG,Experience | Experience_skills | ServiceNow products other && Experience | Experience_skills | ITSM, Experience of ServiceNow products other than ITSM e
7557,7557,webNLG,"Experience | Experience_skills | project management && Experience | Experience_skills | agile tools ( ITBM , MS Project , JIRA , Confluence , SharePoint )"," Experience of project management and agile tools (ITBM, MS Project, JIRA, Confluence, SharePoint)"
7558,7558,webNLG,Ability | knowledge_skills | work in a fast - paced environment with rapidly changing priorities on multiple projects and initiatives, Ability to work in a fast-paced environment with rapidly changing priorities on multiple projects and initiatives
7559,7559,webNLG,Passionate | knowledge_skills | areas of expertise && Passionate | knowledge_skills | managing your own development by learning continuously from experience," Passionate about areas of expertise, managing your own development by learning continuously from experience and seeking out development opportunities"
7560,7560,webNLG,The ability | knowledge_skills | build deep and lasting relationships with clients and team members to enhance the reputation of KPMG as an advisor of choice, The ability to build deep and lasting relationships with clients and team members to enhance the reputation of KPMG as an advisor of choice
7561,7561,webNLG,Experience | Experience_skills | writing stored procedures & functions,Experience writing stored procedures & functions
7562,7562,webNLG,An understanding | knowledge_skills | Python && An understanding | knowledge_skills | R, An understanding of Python or R
7563,7563,webNLG,Build | knowledge_skills | an experience product,Build an experience product
7564,7564,webNLG,Experience | Experience_skills | deconstructing existing products and reconstructing them for the future,Experience in deconstructing existing products and reconstructing them for the future
